T09,Public expenditure on education,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
364,Iran (Islamic Republic of),2017,Expenditure by level of education: pre-primary (as % of government expenditure),0.3528,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2017,Expenditure by level of education: primary (as % of government expenditure),30.1244,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2017,Expenditure by level of education: secondary (as % of government expenditure),33.0383,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2017,Expenditure by level of education: tertiary (as % of government expenditure),32.6315,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2017,Public expenditure on education (% of government expenditure),20.0420,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
364,Iran (Islamic Republic of),2017,Public expenditure on education (% of GDP),3.7904,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),17.3490,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2005,All staff compensation as % of total expenditure in public institutions (%),74.2122,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2005,Capital expenditure as % of total expenditure in public institutions (%),8.4389,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2005,Expenditure by level of education: pre-primary (as % of government expenditure),0.0608,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2005,Expenditure by level of education: primary (as % of government expenditure),33.6461,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2005,Expenditure by level of education: secondary (as % of government expenditure),34.8333,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2005,Expenditure by level of education: tertiary (as % of government expenditure),23.3009,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2005,Public expenditure on education (% of government expenditure),13.5624,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2005,Public expenditure on education (% of GDP),4.5221,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),19.6642,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2010,All staff compensation as % of total expenditure in public institutions (%),71.6299,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2010,Capital expenditure as % of total expenditure in public institutions (%),8.7059,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2010,Expenditure by level of education: pre-primary (as % of government expenditure),1.5673,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2010,Expenditure by level of education: primary (as % of government expenditure),35.3453,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2010,Expenditure by level of education: secondary (as % of government expenditure),33.8131,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2010,Expenditure by level of education: tertiary (as % of government expenditure),22.2214,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2010,Public expenditure on education (% of government expenditure),9.2840,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2010,Public expenditure on education (% of GDP),6.0434,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),15.0622,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2015,All staff compensation as % of total expenditure in public institutions (%),78.0507,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2015,Capital expenditure as % of total expenditure in public institutions (%),6.8871,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2015,Expenditure by level of education: pre-primary (as % of government expenditure),1.9712,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2015,Expenditure by level of education: primary (as % of government expenditure),36.8693,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2015,Expenditure by level of education: secondary (as % of government expenditure),33.2975,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
372,Ireland,2015,Expenditure by level of education: tertiary (as % of government expenditure),23.3454,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
