T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
376,Israel,1985,Balance of Payments: Capital account (millions of US dollars),151,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
376,Israel,1995,Balance of Payments: Capital account (millions of US dollars),285,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
376,Israel,2005,Balance of Payments: Capital account (millions of US dollars),253,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
376,Israel,2010,Balance of Payments: Capital account (millions of US dollars),"1,175",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
376,Israel,2015,Balance of Payments: Capital account (millions of US dollars),"2,120",Break in the time series.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
376,Israel,2016,Balance of Payments: Capital account (millions of US dollars),"2,174",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
376,Israel,2017,Balance of Payments: Capital account (millions of US dollars),324,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
376,Israel,1985,Balance of Payments: Financial account (millions of US dollars),22,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
376,Israel,1995,Balance of Payments: Financial account (millions of US dollars),"-3,831",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
376,Israel,2005,Balance of Payments: Financial account (millions of US dollars),"11,351",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
376,Israel,2010,Balance of Payments: Financial account (millions of US dollars),"8,475",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
376,Israel,2015,Balance of Payments: Financial account (millions of US dollars),"15,130",Break in the time series.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
376,Israel,2016,Balance of Payments: Financial account (millions of US dollars),"7,821",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
376,Israel,2017,Balance of Payments: Financial account (millions of US dollars),"5,941",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,1985,Balance of Payments: Current account (millions of US dollars),"-4,088",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,1995,Balance of Payments: Current account (millions of US dollars),"25,096",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2005,Balance of Payments: Current account (millions of US dollars),"-17,023",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2010,Balance of Payments: Current account (millions of US dollars),"-73,018",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2015,Balance of Payments: Current account (millions of US dollars),"27,519",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2016,Balance of Payments: Current account (millions of US dollars),"47,656",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2017,Balance of Payments: Current account (millions of US dollars),"54,333",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,1985,Balance of Payments: Capital account (millions of US dollars),222,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,1995,Balance of Payments: Capital account (millions of US dollars),"1,721",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2005,Balance of Payments: Capital account (millions of US dollars),"1,301",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2010,Balance of Payments: Capital account (millions of US dollars),69,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2015,Balance of Payments: Capital account (millions of US dollars),"4,260",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2016,Balance of Payments: Capital account (millions of US dollars),"-3,434",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2017,Balance of Payments: Capital account (millions of US dollars),-933,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,1985,Balance of Payments: Financial account (millions of US dollars),"-7,735",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,1995,Balance of Payments: Financial account (millions of US dollars),"5,625",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2005,Balance of Payments: Financial account (millions of US dollars),"-39,697",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2010,Balance of Payments: Financial account (millions of US dollars),"-106,243",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2015,Balance of Payments: Financial account (millions of US dollars),"38,603",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2016,Balance of Payments: Financial account (millions of US dollars),"72,565",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
380,Italy,2017,Balance of Payments: Financial account (millions of US dollars),"54,283",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
388,Jamaica,1985,Balance of Payments: Current account (millions of US dollars),-271,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
388,Jamaica,1995,Balance of Payments: Current account (millions of US dollars),-99,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
388,Jamaica,2005,Balance of Payments: Current account (millions of US dollars),"-1,071",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
388,Jamaica,2010,Balance of Payments: Current account (millions of US dollars),-934,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
388,Jamaica,2015,Balance of Payments: Current account (millions of US dollars),-430,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
388,Jamaica,2016,Balance of Payments: Current account (millions of US dollars),-103,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
388,Jamaica,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
388,Jamaica,1995,Balance of Payments: Capital account (millions of US dollars),21,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
388,Jamaica,2005,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
388,Jamaica,2010,Balance of Payments: Capital account (millions of US dollars),4,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
388,Jamaica,2015,Balance of Payments: Capital account (millions of US dollars),"1,467",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
388,Jamaica,2016,Balance of Payments: Capital account (millions of US dollars),26,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
388,Jamaica,1985,Balance of Payments: Financial account (millions of US dollars),-285,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
